"REF_DATE","GEO","DGUID","Stock market statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1966-06","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.36","","","t","2"
"1966-07","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","256.0","","","","1"
"1966-07","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","77.7","","","","1"
"1966-07","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","894.0","","","","1"
"1966-07","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","847.4","","","","1"
"1966-07","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","847.4","","","","1"
"1966-07","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","6655","","","t","0"
"1966-07","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","141.0","","","t","1"
"1966-07","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","1595","","","","0"
"1966-07","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.37","","","t","2"
"1966-08","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","313.8","","","","1"
"1966-08","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","87.5","","","","1"
"1966-08","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","852.4","","","","1"
"1966-08","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","767.0","","","","1"
"1966-08","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","788.4","","","","1"
"1966-08","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","7805","","","t","0"
"1966-08","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","168.0","","","t","1"
"1966-08","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","1595","","","","0"
"1966-08","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.60","","","t","2"
"1966-09","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","249.8","","","","1"
"1966-09","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","90.5","","","","1"
"1966-09","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","814.3","","","","1"
"1966-09","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","772.7","","","","1"
"1966-09","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","774.2","","","","1"
"1966-09","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","7272","","","t","0"
"1966-09","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","161.0","","","t","1"
"1966-09","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","1528","","","","0"
"1966-09","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.75","","","t","2"
"1966-10","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","273.2","","","","1"
"1966-10","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","79.3","","","","1"
"1966-10","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","809.6","","","","1"
"1966-10","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","744.3","","","","1"
"1966-10","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","807.1","","","","1"
"1966-10","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","7209","","","t","0"
"1966-10","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","166.0","","","t","1"
"1966-10","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","1520","","","","0"
"1966-10","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.76","","","t","2"
"1966-11","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","269.2","","","","1"
"1966-11","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","78.5","","","","1"
"1966-11","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","820.9","","","","1"
"1966-11","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","791.6","","","","1"
"1966-11","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","791.6","","","","1"
"1966-11","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","6638","","","t","0"
"1966-11","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","162.0","","","t","1"
"1966-11","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","1532","","","","0"
"1966-11","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.66","","","t","2"
"1966-12","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","267.5","","","","1"
"1966-12","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","65.1","","","","1"
"1966-12","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","820.5","","","","1"
"1966-12","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","785.5","","","","1"
"1966-12","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","785.5","","","","1"
"1966-12","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","7662","","","t","0"
"1966-12","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","189.0","","","t","1"
"1966-12","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","1637","","","","0"
"1966-12","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.59","","","t","2"
"1967-01","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","366.0","","","","1"
"1967-01","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","84.9","","","","1"
"1967-01","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","849.9","","","","1"
"1967-01","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","786.4","","","","1"
"1967-01","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","849.9","","","","1"
"1967-01","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","9320","","","t","0"
"1967-01","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","224.0","","","t","1"
"1967-01","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","1914","","","","0"
"1967-01","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.51","","","t","2"
"1967-02","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","332.8","","","","1"
"1967-02","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","79.8","","","","1"
"1967-02","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","861.0","","","","1"
"1967-02","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","836.6","","","","1"
"1967-02","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","839.4","","","","1"
"1967-02","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","8792","","","t","0"
"1967-02","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","216.0","","","t","1"
"1967-02","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","1936","","","","0"
"1967-02","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.36","","","t","2"
"1967-03","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","364.2","","","","1"
"1967-03","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","75.7","","","","1"
"1967-03","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","876.7","","","","1"
"1967-03","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","841.8","","","","1"
"1967-03","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","866.0","","","","1"
"1967-03","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","11465","","","t","0"
"1967-03","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","268.0","","","t","1"
"1967-03","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","2135","","","","0"
"1967-03","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.29","","","t","2"
"1967-04","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","380.4","","","","1"
"1967-04","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","75.6","","","","1"
"1967-04","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","897.1","","","","1"
"1967-04","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","842.4","","","","1"
"1967-04","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","897.1","","","","1"
"1967-04","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","9232","","","t","0"
"1967-04","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","206.0","","","t","1"
"1967-04","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","2078","","","","0"
"1967-04","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.24","","","t","2"
"1967-05","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","380.2","","","","1"
"1967-05","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","74.1","","","","1"
"1967-05","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","909.6","","","","1"
"1967-05","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","852.6","","","","1"
"1967-05","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","852.6","","","","1"
"1967-05","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","11335","","","t","0"
"1967-05","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","256.9","","","t","1"
"1967-05","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","2220","","","","0"
"1967-05","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.19","","","t","2"
"1967-06","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","419.2","","","","1"
"1967-06","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","83.4","","","","1"
"1967-06","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","886.2","","","","1"
"1967-06","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","847.8","","","","1"
"1967-06","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","860.3","","","","1"
"1967-06","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","10801","","","t","0"
"1967-06","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","243.5","","","t","1"
"1967-06","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","2231","","","","0"
"1967-06","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.19","","","t","2"
"1967-07","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","398.9","","","","1"
"1967-07","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","94.0","","","","1"
"1967-07","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","909.6","","","","1"
"1967-07","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","859.7","","","","1"
"1967-07","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","904.2","","","","1"
"1967-07","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","10114","","","t","0"
"1967-07","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","240.9","","","t","1"
"1967-07","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","2341","","","","0"
"1967-07","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.15","","","t","2"
"1967-08","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","469.1","","","","1"
"1967-08","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","142.5","","","","1"
"1967-08","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","926.7","","","","1"
"1967-08","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","893.7","","","","1"
"1967-08","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","901.3","","","","1"
"1967-08","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","10920","","","t","0"
"1967-08","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","250.6","","","t","1"
"1967-08","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","2281","","","","0"
"1967-08","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.11","","","t","2"
"1967-09","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","457.3","","","","1"
"1967-09","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","108.8","","","","1"
"1967-09","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","943.1","","","","1"
"1967-09","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","901.2","","","","1"
"1967-09","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","926.7","","","","1"
"1967-09","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","9964","","","t","0"
"1967-09","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","227.7","","","t","1"
"1967-09","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","2401","","","","0"
"1967-09","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.07","","","t","2"
"1967-10","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","401.2","","","","1"
"1967-10","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","94.9","","","","1"
"1967-10","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","933.3","","","","1"
"1967-10","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","879.7","","","","1"
"1967-10","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","879.7","","","","1"
"1967-10","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","11006","","","t","0"
"1967-10","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","248.5","","","t","1"
"1967-10","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","2513","","","","0"
"1967-10","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.07","","","t","2"
"1967-11","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","438.9","","","","1"
"1967-11","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","90.2","","","","1"
"1967-11","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","984.9","","","","1"
"1967-11","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","849.6","","","","1"
"1967-11","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","875.8","","","","1"
"1967-11","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","11193","","","t","0"
"1967-11","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","242.1","","","t","1"
"1967-11","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","2500","","","","0"
"1967-11","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.18","","","t","2"
"1967-12","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","415.7","","","","1"
"1967-12","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","75.3","","","","1"
"1967-12","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","905.1","","","","1"
"1967-12","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","879.2","","","","1"
"1967-12","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","905.1","","","","1"
"1967-12","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","11186","","","t","0"
"1967-12","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","261.6","","","t","1"
"1967-12","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","2763","","","","0"
"1967-12","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.09","","","t","2"
"1968-01","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","490.4","","","","1"
"1968-01","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","104.8","","","","1"
"1968-01","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","908.9","","","","1"
"1968-01","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","855.5","","","","1"
"1968-01","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","855.5","","","","1"
"1968-01","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","12914","","","t","0"
"1968-01","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","298.4","","","t","1"
"1968-01","Canada","2016A000011124","New York Stock Exchange, customers' debit balances","Dollars","81","millions","6","v37419","1.8","6150","","","","0"
"1968-01","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","2942","","","","0"
"1968-01","Canada","2016A000011124","United States loans made to brokers by United States by commercial banks","Dollars","81","units ","0","v37421","1.10","5824","","","t","0"
"1968-01","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.13","","","t","2"
"1968-02","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","357.5","","","","1"
"1968-02","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","77.8","","","","1"
"1968-02","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","863.6","","","","1"
"1968-02","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","831.8","","","","1"
"1968-02","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","840.5","","","","1"
"1968-02","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","8909","","","t","0"
"1968-02","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","205.4","","","t","1"
"1968-02","Canada","2016A000011124","New York Stock Exchange, customers' debit balances","Dollars","81","millions","6","v37419","1.8","6060","","","","0"
"1968-02","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","2778","","","","0"
"1968-02","Canada","2016A000011124","United States loans made to brokers by United States by commercial banks","Dollars","81","units ","0","v37421","1.10","5078","","","t","0"
"1968-02","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.28","","","t","2"
"1968-03","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","327.6","","","","1"
"1968-03","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","88.1","","","","1"
"1968-03","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","843.2","","","","1"
"1968-03","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","825.1","","","","1"
"1968-03","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","840.7","","","","1"
"1968-03","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","9672","","","t","0"
"1968-03","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","221.2","","","t","1"
"1968-03","Canada","2016A000011124","New York Stock Exchange, customers' debit balances","Dollars","81","millions","6","v37419","1.8","6230","","","","0"
"1968-03","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","2692","","","","0"
"1968-03","Canada","2016A000011124","United States loans made to brokers by United States by commercial banks","Dollars","81","units ","0","v37421","1.10","4131","","","t","0"
"1968-03","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.34","","","t","2"
"1968-04","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","414.2","","","","1"
"1968-04","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","86.5","","","","1"
"1968-04","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","912.2","","","","1"
"1968-04","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","861.3","","","","1"
"1968-04","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","912.2","","","","1"
"1968-04","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","13310","","","t","0"
"1968-04","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","298.3","","","t","1"
"1968-04","Canada","2016A000011124","New York Stock Exchange, customers' debit balances","Dollars","81","millions","6","v37419","1.8","6380","","","","0"
"1968-04","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","2979","","","","0"
"1968-04","Canada","2016A000011124","United States loans made to brokers by United States by commercial banks","Dollars","81","units ","0","v37421","1.10","4412","","","t","0"
"1968-04","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","3.12","","","t","2"
"1968-05","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","493.5","","","","1"
"1968-05","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","108.7","","","","1"
"1968-05","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","919.9","","","","1"
"1968-05","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","891.6","","","","1"
"1968-05","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","899.0","","","","1"
"1968-05","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","14341","","","t","0"
