"REF_DATE","GEO","DGUID","Stock market statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1994-03","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","2023.1","","","","1"
"1994-03","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","3895.7","","","","1"
"1994-03","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","3626.8","","","","1"
"1994-03","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","3636.0","","","","1"
"1994-03","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","254649","","","t","0"
"1994-03","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","7222.0","","","t","1"
"1994-03","Canada","2016A000011124","New York Stock Exchange, customers' debit balances","Dollars","81","millions","6","v37419","1.8","61960","","","","0"
"1994-03","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","39375","","","","0"
"1994-03","Canada","2016A000011124","United States loans made to brokers by United States by commercial banks","Dollars","81","units ","0","v37421","1.10","14898","","","t","0"
"1994-03","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","2.78","","","t","2"
"1994-03","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, Canadian market portfolio (25),  January 4 1983=1000","Index","160","units ","0","v37423","1.12","2016.3","","","t","1"
"1994-03","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, banks (6), January 4 1983=1000","Index","160","units ","0","v37424","1.13","2447.2","","","t","1"
"1994-03","Canada","2016A000011124","Standard and Poor's (500), 1941-43=10","Index","160","units ","0","v37425","1.14","445.76","","","","2"
"1994-04","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","16491.9","","","","1"
"1994-04","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","1383.9","","","","1"
"1994-04","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","3705.8","","","","1"
"1994-04","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","3593.4","","","","1"
"1994-04","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","3681.7","","","","1"
"1994-04","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","196188","","","t","0"
"1994-04","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","5732.0","","","t","1"
"1994-04","Canada","2016A000011124","New York Stock Exchange, customers' debit balances","Dollars","81","millions","6","v37419","1.8","60700","","","","0"
"1994-04","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","37975","","","","0"
"1994-04","Canada","2016A000011124","United States loans made to brokers by United States by commercial banks","Dollars","81","units ","0","v37421","1.10","16078","","","t","0"
"1994-04","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","2.90","","","t","2"
"1994-04","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, Canadian market portfolio (25),  January 4 1983=1000","Index","160","units ","0","v37423","1.12","1984.7","","","t","1"
"1994-04","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, banks (6), January 4 1983=1000","Index","160","units ","0","v37424","1.13","2373.1","","","t","1"
"1994-04","Canada","2016A000011124","Standard and Poor's (500), 1941-43=10","Index","160","units ","0","v37425","1.14","450.91","","","","2"
"1994-05","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","14169.0","","","","1"
"1994-05","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","1456.0","","","","1"
"1994-05","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","3766.4","","","","1"
"1994-05","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","3629.0","","","","1"
"1994-05","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","3758.4","","","","1"
"1994-05","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","188925","","","t","0"
"1994-05","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","5667.0","","","t","1"
"1994-05","Canada","2016A000011124","New York Stock Exchange, customers' debit balances","Dollars","81","millions","6","v37419","1.8","59870","","","","0"
"1994-05","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","35980","","","","0"
"1994-05","Canada","2016A000011124","United States loans made to brokers by United States by commercial banks","Dollars","81","units ","0","v37421","1.10","17205","","","t","0"
"1994-05","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","2.89","","","t","2"
"1994-05","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, Canadian market portfolio (25),  January 4 1983=1000","Index","160","units ","0","v37423","1.12","2015.9","","","t","1"
"1994-05","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, banks (6), January 4 1983=1000","Index","160","units ","0","v37424","1.13","2407.0","","","t","1"
"1994-05","Canada","2016A000011124","Standard and Poor's (500), 1941-43=10","Index","160","units ","0","v37425","1.14","456.51","","","","2"
"1994-06","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","15809.5","","","","1"
"1994-06","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","1385.8","","","","1"
"1994-06","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","3814.8","","","","1"
"1994-06","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","3625.0","","","","1"
"1994-06","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","3625.0","","","","1"
"1994-06","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","192179","","","t","0"
"1994-06","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","5837.0","","","t","1"
"1994-06","Canada","2016A000011124","New York Stock Exchange, customers' debit balances","Dollars","81","millions","6","v37419","1.8","60800","","","","0"
"1994-06","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","41145","","","","0"
"1994-06","Canada","2016A000011124","United States loans made to brokers by United States by commercial banks","Dollars","81","units ","0","v37421","1.10","19505","","","t","0"
"1994-06","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","2.84","","","t","2"
"1994-06","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, Canadian market portfolio (25),  January 4 1983=1000","Index","160","units ","0","v37423","1.12","1881.2","","","t","1"
"1994-06","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, banks (6), January 4 1983=1000","Index","160","units ","0","v37424","1.13","2263.0","","","t","1"
"1994-06","Canada","2016A000011124","Standard and Poor's (500), 1941-43=10","Index","160","units ","0","v37425","1.14","444.27","","","","2"
"1994-07","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","13265.6","","","","1"
"1994-07","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","1133.6","","","","1"
"1994-07","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","3764.5","","","","1"
"1994-07","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","3646.7","","","","1"
"1994-07","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","3764.5","","","","1"
"1994-07","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","161884","","","t","0"
"1994-07","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","4977.0","","","t","1"
"1994-07","Canada","2016A000011124","New York Stock Exchange, customers' debit balances","Dollars","81","millions","6","v37419","1.8","61930","","","","0"
"1994-07","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","38410","","","","0"
"1994-07","Canada","2016A000011124","United States loans made to brokers by United States by commercial banks","Dollars","81","units ","0","v37421","1.10","21788","","","t","0"
"1994-07","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","2.87","","","t","2"
"1994-07","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, Canadian market portfolio (25),  January 4 1983=1000","Index","160","units ","0","v37423","1.12","1965.5","","","t","1"
"1994-07","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, banks (6), January 4 1983=1000","Index","160","units ","0","v37424","1.13","2290.6","","","t","1"
"1994-07","Canada","2016A000011124","Standard and Poor's (500), 1941-43=10","Index","160","units ","0","v37425","1.14","458.26","","","","2"
"1994-08","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","18718.4","","","","1"
"1994-08","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","1451.0","","","","1"
"1994-08","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","3917.3","","","","1"
"1994-08","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","3747.0","","","","1"
"1994-08","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","3913.4","","","","1"
"1994-08","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","213834","","","t","0"
"1994-08","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","6399.0","","","t","1"
"1994-08","Canada","2016A000011124","New York Stock Exchange, customers' debit balances","Dollars","81","millions","6","v37419","1.8","63070","","","","0"
"1994-08","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","36490","","","","0"
"1994-08","Canada","2016A000011124","United States loans made to brokers by United States by commercial banks","Dollars","81","units ","0","v37421","1.10","23469","","","t","0"
"1994-08","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","2.78","","","t","2"
"1994-08","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, Canadian market portfolio (25),  January 4 1983=1000","Index","160","units ","0","v37423","1.12","2088.6","","","t","1"
"1994-08","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, banks (6), January 4 1983=1000","Index","160","units ","0","v37424","1.13","2455.7","","","t","1"
"1994-08","Canada","2016A000011124","Standard and Poor's (500), 1941-43=10","Index","160","units ","0","v37425","1.14","475.50","","","","2"
"1994-09","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","19742.5","","","","1"
"1994-09","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","1488.6","","","","1"
"1994-09","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","3953.9","","","","1"
"1994-09","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","3831.8","","","","1"
"1994-09","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","3843.2","","","","1"
"1994-09","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","202964","","","t","0"
"1994-09","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","6157.0","","","t","1"
"1994-09","Canada","2016A000011124","New York Stock Exchange, customers' debit balances","Dollars","81","millions","6","v37419","1.8","61630","","","","0"
"1994-09","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","37645","","","","0"
"1994-09","Canada","2016A000011124","United States loans made to brokers by United States by commercial banks","Dollars","81","units ","0","v37421","1.10","25464","","","t","0"
"1994-09","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","2.80","","","t","2"
"1994-09","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, Canadian market portfolio (25),  January 4 1983=1000","Index","160","units ","0","v37423","1.12","2069.9","","","t","1"
"1994-09","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, banks (6), January 4 1983=1000","Index","160","units ","0","v37424","1.13","2362.5","","","t","1"
"1994-09","Canada","2016A000011124","Standard and Poor's (500), 1941-43=10","Index","160","units ","0","v37425","1.14","462.69","","","","2"
"1994-10","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","17564.6","","","","1"
"1994-10","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","1290.0","","","","1"
"1994-10","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","3930.7","","","","1"
"1994-10","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","3775.6","","","","1"
"1994-10","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","3908.1","","","","1"
"1994-10","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","211192","","","t","0"
"1994-10","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","6369.0","","","t","1"
"1994-10","Canada","2016A000011124","New York Stock Exchange, customers' debit balances","Dollars","81","millions","6","v37419","1.8","62150","","","","0"
"1994-10","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","37055","","","","0"
"1994-10","Canada","2016A000011124","United States loans made to brokers by United States by commercial banks","Dollars","81","units ","0","v37421","1.10","26498","","","t","0"
"1994-10","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","2.82","","","t","2"
"1994-10","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, Canadian market portfolio (25),  January 4 1983=1000","Index","160","units ","0","v37423","1.12","2075.2","","","t","1"
"1994-10","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, banks (6), January 4 1983=1000","Index","160","units ","0","v37424","1.13","2423.9","","","t","1"
"1994-10","Canada","2016A000011124","Standard and Poor's (500), 1941-43=10","Index","160","units ","0","v37425","1.14","472.31","","","","2"
"1994-11","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","15572.5","","","","1"
"1994-11","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","1318.1","","","","1"
"1994-11","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","3863.4","","","","1"
"1994-11","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","3674.6","","","","1"
"1994-11","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","3739.2","","","","1"
"1994-11","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","202514","","","t","0"
"1994-11","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","6253.0","","","t","1"
"1994-11","Canada","2016A000011124","New York Stock Exchange, customers' debit balances","Dollars","81","millions","6","v37419","1.8","61000","","","","0"
"1994-11","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","39260","","","","0"
"1994-11","Canada","2016A000011124","United States loans made to brokers by United States by commercial banks","Dollars","81","units ","0","v37421","1.10","27923","","","t","0"
"1994-11","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","2.86","","","t","2"
"1994-11","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, Canadian market portfolio (25),  January 4 1983=1000","Index","160","units ","0","v37423","1.12","1983.5","","","t","1"
"1994-11","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, banks (6), January 4 1983=1000","Index","160","units ","0","v37424","1.13","2443.0","","","t","1"
"1994-11","Canada","2016A000011124","Standard and Poor's (500), 1941-43=10","Index","160","units ","0","v37425","1.14","453.69","","","","2"
"1994-12","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","14646.4","","","","1"
"1994-12","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","1289.5","","","","1"
"1994-12","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","3861.7","","","","1"
"1994-12","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","3685.7","","","","1"
"1994-12","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","3834.4","","","","1"
"1994-12","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","191488","","","t","0"
"1994-12","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","6346.0","","","t","1"
"1994-12","Canada","2016A000011124","New York Stock Exchange, customers' debit balances","Dollars","81","millions","6","v37419","1.8","61160","","","","0"
"1994-12","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","42965","","","","0"
"1994-12","Canada","2016A000011124","United States loans made to brokers by United States by commercial banks","Dollars","81","units ","0","v37421","1.10","32792","","","t","0"
"1994-12","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","2.89","","","t","2"
"1994-12","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, Canadian market portfolio (25),  January 4 1983=1000","Index","160","units ","0","v37423","1.12","2045.8","","","t","1"
"1994-12","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, banks (6), January 4 1983=1000","Index","160","units ","0","v37424","1.13","2464.1","","","t","1"
"1994-12","Canada","2016A000011124","Standard and Poor's (500), 1941-43=10","Index","160","units ","0","v37425","1.14","459.27","","","","2"
"1995-01","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","18368.7","","","","1"
"1995-01","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","1356.2","","","","1"
"1995-01","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","3932.3","","","","1"
"1995-01","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","3832.1","","","","1"
"1995-01","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","3843.9","","","","1"
"1995-01","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","213963","","","t","0"
"1995-01","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","6835.0","","","t","1"
"1995-01","Canada","2016A000011124","New York Stock Exchange, customers' debit balances","Dollars","81","millions","6","v37419","1.8","64380","","","","0"
"1995-01","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","39665","","","","0"
"1995-01","Canada","2016A000011124","United States loans made to brokers by United States by commercial banks","Dollars","81","units ","0","v37421","1.10","35247","","","t","0"
"1995-01","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","2.87","","","t","2"
"1995-01","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, Canadian market portfolio (25),  January 4 1983=1000","Index","160","units ","0","v37423","1.12","1961.4","","","t","1"
"1995-01","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, banks (6), January 4 1983=1000","Index","160","units ","0","v37424","1.13","2390.0","","","t","1"
"1995-01","Canada","2016A000011124","Standard and Poor's (500), 1941-43=10","Index","160","units ","0","v37425","1.14","470.42","","","","2"
"1995-02","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","15903.4","","","","1"
"1995-02","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","1320.8","","","","1"
"1995-02","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","4011.7","","","","1"
"1995-02","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","3847.6","","","","1"
"1995-02","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","4011.1","","","","1"
"1995-02","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","204409","","","t","0"
"1995-02","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","6334.0","","","t","1"
"1995-02","Canada","2016A000011124","New York Stock Exchange, customers' debit balances","Dollars","81","millions","6","v37419","1.8","59800","","","","0"
"1995-02","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","38240","","","","0"
"1995-02","Canada","2016A000011124","United States loans made to brokers by United States by commercial banks","Dollars","81","units ","0","v37421","1.10","34045","","","t","0"
"1995-02","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","2.81","","","t","2"
"1995-02","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, Canadian market portfolio (25),  January 4 1983=1000","Index","160","units ","0","v37423","1.12","2033.2","","","t","1"
"1995-02","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, banks (6), January 4 1983=1000","Index","160","units ","0","v37424","1.13","2058.6","","","t","1"
"1995-02","Canada","2016A000011124","Standard and Poor's (500), 1941-43=10","Index","160","units ","0","v37425","1.14","487.39","","","","2"
"1995-03","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","20324.2","","","","1"
"1995-03","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","1684.5","","","","1"
"1995-03","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","4172.6","","","","1"
"1995-03","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","3962.6","","","","1"
"1995-03","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","4157.7","","","","1"
"1995-03","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","256609","","","t","0"
"1995-03","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","7829.0","","","t","1"
"1995-03","Canada","2016A000011124","New York Stock Exchange, customers' debit balances","Dollars","81","millions","6","v37419","1.8","60270","","","","0"
"1995-03","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","39425","","","","0"
"1995-03","Canada","2016A000011124","United States loans made to brokers by United States by commercial banks","Dollars","81","units ","0","v37421","1.10","36156","","","t","0"
"1995-03","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","2.76","","","t","2"
"1995-03","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, Canadian market portfolio (25),  January 4 1983=1000","Index","160","units ","0","v37423","1.12","2127.9","","","t","1"
"1995-03","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, banks (6), January 4 1983=1000","Index","160","units ","0","v37424","1.13","2479.0","","","t","1"
"1995-03","Canada","2016A000011124","Standard and Poor's (500), 1941-43=10","Index","160","units ","0","v37425","1.14","500.71","","","","2"
"1995-04","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","18950.4","","","","1"
"1995-04","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","1406.6","","","","1"
"1995-04","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","4321.3","","","","1"
"1995-04","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","4168.4","","","","1"
"1995-04","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","4321.3","","","","1"
"1995-04","Canada","2016A000011124","New York Stock Exchange, value of shares traded","Dollars","81","millions","6","v37417","1.6","212723","","","t","0"
"1995-04","Canada","2016A000011124","New York Stock Exchange, volume of shares traded","Shares","276","millions","6","v37418","1.7","6307.0","","","t","1"
"1995-04","Canada","2016A000011124","New York Stock Exchange, customers' debit balances","Dollars","81","millions","6","v37419","1.8","62520","","","","0"
"1995-04","Canada","2016A000011124","New York Stock Exchange, customers' free credit balance","Dollars","81","millions","6","v37420","1.9","39110","","","","0"
"1995-04","Canada","2016A000011124","United States loans made to brokers by United States by commercial banks","Dollars","81","units ","0","v37421","1.10","36390","","","t","0"
"1995-04","Canada","2016A000011124","Standard and Poor's stock dividend yields, common","Percent","239","units ","0","v37422","1.11","2.68","","","t","2"
"1995-04","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, Canadian market portfolio (25),  January 4 1983=1000","Index","160","units ","0","v37423","1.12","2111.5","","","t","1"
"1995-04","Canada","2016A000011124","Montreal Stock Exchange, Canadian stock indices, month-end close, banks (6), January 4 1983=1000","Index","160","units ","0","v37424","1.13","2525.5","","","t","1"
"1995-04","Canada","2016A000011124","Standard and Poor's (500), 1941-43=10","Index","160","units ","0","v37425","1.14","514.71","","","","2"
"1995-05","Canada","2016A000011124","Toronto Stock Exchange, value of shares traded","Dollars","81","millions","6","v37412","1.1","22451.6","","","","1"
"1995-05","Canada","2016A000011124","Toronto Stock Exchange, volume of shares traded","Shares","276","millions","6","v37413","1.2","1762.5","","","","1"
"1995-05","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, high","Index","160","units ","0","v37414","1.3","4465.1","","","","1"
"1995-05","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, low","Index","160","units ","0","v37415","1.4","4316.1","","","","1"
"1995-05","Canada","2016A000011124","United States common stocks, Dow-Jones industrials, close","Index","160","units ","0","v37416","1.5","4465.1","","","","1"
